TDI Format=Text 1.0	VA1	CS1	VA2	CS2
	-1.440413E-1	-1.597137E+2	-6.103516E-3	4.119873E-2
	-1.408369E-1	-1.576538E+2	-6.103516E-3	3.967285E-2
	-1.387007E-1	-1.556091E+2	-5.950928E-3	3.967285E-2
	-1.362593E-1	-1.535645E+2	-6.103516E-3	4.119873E-2
	-1.336653E-1	-1.514893E+2	-6.103516E-3	3.967285E-2
	-1.316816E-1	-1.493988E+2	-5.950928E-3	3.967285E-2
	-1.280195E-1	-1.472931E+2	-6.256104E-3	4.119873E-2
	-1.255781E-1	-1.452179E+2	-5.798340E-3	3.967285E-2
	-1.232893E-1	-1.430664E+2	-5.950928E-3	3.967285E-2
	-1.213057E-1	-1.409607E+2	-5.798340E-3	4.272461E-2
	-1.191694E-1	-1.388245E+2	-5.950928E-3	3.967285E-2
	-1.162703E-1	-1.366577E+2	-5.950928E-3	4.272461E-2
	-1.144392E-1	-1.345215E+2	-5.645752E-3	4.119873E-2
	-1.103193E-1	-1.323547E+2	-5.645752E-3	4.119873E-2
	-1.083357E-1	-1.302032E+2	-5.645752E-3	4.119873E-2
	-1.065046E-1	-1.280060E+2	-5.645752E-3	4.119873E-2
	-1.043684E-1	-1.258240E+2	-5.493164E-3	4.272461E-2
	-1.025373E-1	-1.236267E+2	-5.340576E-3	4.119873E-2
	-9.902783E-2	-1.214447E+2	-5.493164E-3	4.272461E-2
	-9.673901E-2	-1.192169E+2	-5.645752E-3	4.119873E-2
	-9.475537E-2	-1.169891E+2	-5.645752E-3	4.272461E-2
	-9.292431E-2	-1.147766E+2	-5.798340E-3	4.119873E-2
	-9.017773E-2	-1.125336E+2	-5.645752E-3	4.119873E-2
	-8.743115E-2	-1.102905E+2	-5.493164E-3	4.119873E-2
	-8.437939E-2	-1.080322E+2	-5.950928E-3	3.967285E-2
	-8.270092E-2	-1.057892E+2	-5.645752E-3	3.967285E-2
	-8.010693E-2	-1.035004E+2	-5.950928E-3	3.814697E-2
	-7.751293E-2	-1.012268E+2	-5.798340E-3	3.967285E-2
	-7.507153E-2	-9.895325E+1	-5.950928E-3	3.814697E-2
	-7.232495E-2	-9.664917E+1	-5.798340E-3	3.967285E-2
	-7.079907E-2	-9.437561E+1	-5.950928E-3	3.967285E-2
	-6.805249E-2	-9.205627E+1	-5.950928E-3	3.967285E-2
	-6.637402E-2	-8.976746E+1	-5.645752E-3	3.967285E-2
	-6.347485E-2	-8.741760E+1	-5.950928E-3	3.814697E-2
	-6.118603E-2	-8.508301E+1	-5.645752E-3	3.967285E-2
	-5.782910E-2	-8.277893E+1	-5.645752E-3	3.814697E-2
	-5.523510E-2	-8.042908E+1	-5.798340E-3	3.967285E-2
	-5.370922E-2	-7.807922E+1	-5.798340E-3	3.814697E-2
	-5.157299E-2	-7.569885E+1	-5.645752E-3	3.814697E-2
	-4.882641E-2	-7.336426E+1	-5.493164E-3	3.967285E-2
	-4.531689E-2	-7.099915E+1	-5.493164E-3	3.662109E-2
	-4.363842E-2	-6.864929E+1	-5.340576E-3	3.967285E-2
	-4.150219E-2	-6.625366E+1	-5.645752E-3	3.967285E-2
	-3.875561E-2	-6.387329E+1	-5.340576E-3	3.967285E-2
	-3.646679E-2	-6.150818E+1	-5.340576E-3	3.814697E-2
	-3.356762E-2	-5.912781E+1	-5.340576E-3	3.967285E-2
	-3.082104E-2	-5.676270E+1	-5.340576E-3	3.967285E-2
	-2.837963E-2	-5.433655E+1	-5.493164E-3	3.967285E-2
	-2.639599E-2	-5.194092E+1	-5.187988E-3	4.119873E-2
	-2.395459E-2	-4.953003E+1	-5.645752E-3	3.967285E-2
	-2.044506E-2	-4.714966E+1	-5.493164E-3	3.967285E-2
	-1.769848E-2	-4.472351E+1	-5.645752E-3	4.119873E-2
	-1.632519E-2	-4.231262E+1	-5.645752E-3	4.119873E-2
	-1.251049E-2	-3.991699E+1	-5.645752E-3	3.967285E-2
	-8.238033E-3	-3.749084E+1	-5.798340E-3	3.967285E-2
	-4.881100E-3	-3.506470E+1	-5.798340E-3	4.119873E-2
	-1.981930E-3	-3.263855E+1	-5.950928E-3	3.967285E-2
	-2.287105E-3	-3.022766E+1	-5.798340E-3	3.814697E-2
	-7.612266E-4	-2.777100E+1	-5.798340E-3	3.967285E-2
	1.712891E-6	-2.537537E+1	-5.950928E-3	3.967285E-2
	1.712891E-6	-2.291870E+1	-6.103516E-3	3.967285E-2
	3.068887E-4	-2.049255E+1	-5.645752E-3	3.967285E-2
	6.120644E-4	-1.806641E+1	-5.798340E-3	3.967285E-2
	6.120644E-4	-1.560974E+1	-5.798340E-3	3.814697E-2
	1.712891E-6	-1.319885E+1	-5.493164E-3	3.814697E-2
	3.068887E-4	-1.072693E+1	-5.950928E-3	3.967285E-2
	6.120644E-4	-8.285522E+0	-5.645752E-3	3.967285E-2
	9.172402E-4	-5.844116E+0	-5.645752E-3	3.814697E-2
	9.172402E-4	-3.417969E+0	-5.493164E-3	4.119873E-2
	3.068887E-4	-9.765625E-1	-5.645752E-3	3.967285E-2
	9.172402E-4	1.464844E+0	-5.493164E-3	4.119873E-2
	7.646523E-4	3.875732E+0	-5.493164E-3	3.967285E-2
	4.594765E-4	6.332397E+0	-5.493164E-3	4.119873E-2
	1.712891E-6	8.743286E+0	-5.340576E-3	4.272461E-2
	9.172402E-4	1.121521E+1	-5.645752E-3	3.967285E-2
	1.712891E-6	1.364136E+1	-5.340576E-3	4.272461E-2
	3.068887E-4	1.606750E+1	-5.493164E-3	3.967285E-2
	7.646523E-4	1.850891E+1	-5.493164E-3	4.119873E-2
	4.594765E-4	2.091980E+1	-5.645752E-3	4.119873E-2
	6.120644E-4	2.339172E+1	-5.645752E-3	4.119873E-2
	3.068887E-4	2.578735E+1	-5.493164E-3	3.967285E-2
	1.069828E-3	2.822876E+1	-5.798340E-3	3.967285E-2
	1.712891E-6	3.060913E+1	-5.950928E-3	4.272461E-2
	1.375004E-3	3.306580E+1	-5.950928E-3	3.967285E-2
	3.816410E-3	3.546143E+1	-5.798340E-3	4.119873E-2
	7.173344E-3	3.787231E+1	-5.950928E-3	3.967285E-2
	1.129322E-2	4.031372E+1	-5.950928E-3	3.967285E-2
	1.480274E-2	4.270935E+1	-5.798340E-3	3.967285E-2
	1.861744E-2	4.512024E+1	-5.645752E-3	3.967285E-2
	2.121143E-2	4.750061E+1	-5.645752E-3	3.967285E-2
	2.380542E-2	4.991150E+1	-5.798340E-3	3.814697E-2
	2.670459E-2	5.232239E+1	-5.798340E-3	3.967285E-2
	2.929859E-2	5.471802E+1	-5.645752E-3	3.814697E-2
	3.204517E-2	5.708313E+1	-5.493164E-3	3.967285E-2
	3.479175E-2	5.947876E+1	-5.645752E-3	3.967285E-2
	3.708057E-2	6.187439E+1	-5.645752E-3	3.967285E-2
	3.921680E-2	6.423950E+1	-5.645752E-3	3.967285E-2
	4.226856E-2	6.661987E+1	-5.493164E-3	3.814697E-2
	4.470997E-2	6.896973E+1	-5.493164E-3	3.967285E-2
	4.654102E-2	7.136536E+1	-5.645752E-3	3.967285E-2
	4.944019E-2	7.369995E+1	-5.340576E-3	4.119873E-2
	5.157642E-2	7.600403E+1	-5.187988E-3	3.967285E-2
	5.432300E-2	7.838440E+1	-5.340576E-3	4.119873E-2
	5.615406E-2	8.068848E+1	-5.187988E-3	3.967285E-2
	5.890064E-2	8.303833E+1	-5.493164E-3	4.119873E-2
	6.088428E-2	8.531189E+1	-5.187988E-3	3.967285E-2
	6.332569E-2	8.764648E+1	-5.340576E-3	3.967285E-2
	6.622486E-2	8.998108E+1	-5.187988E-3	3.967285E-2
	6.790332E-2	9.226990E+1	-5.493164E-3	3.967285E-2
	6.988697E-2	9.457397E+1	-5.493164E-3	3.967285E-2
	7.248096E-2	9.684753E+1	-5.493164E-3	3.967285E-2
	7.568531E-2	9.915161E+1	-5.645752E-3	3.814697E-2
	7.751636E-2	1.013947E+2	-5.798340E-3	3.967285E-2
	7.950000E-2	1.036987E+2	-5.950928E-3	3.662109E-2
	8.224659E-2	1.059570E+2	-5.645752E-3	3.967285E-2
	8.438282E-2	1.082153E+2	-5.798340E-3	3.967285E-2
	8.712940E-2	1.104889E+2	-5.950928E-3	3.967285E-2
	8.911304E-2	1.127014E+2	-5.798340E-3	3.967285E-2
	9.216480E-2	1.149445E+2	-5.645752E-3	3.814697E-2
	9.491138E-2	1.171417E+2	-5.645752E-3	3.814697E-2
	9.720020E-2	1.193848E+2	-5.950928E-3	3.967285E-2
	9.964161E-2	1.215820E+2	-5.645752E-3	3.967285E-2
	1.023882E-1	1.237793E+2	-5.645752E-3	3.967285E-2
	1.043718E-1	1.259766E+2	-5.493164E-3	4.119873E-2
	1.060503E-1	1.281586E+2	-5.645752E-3	3.967285E-2
	1.091021E-1	1.303558E+2	-5.645752E-3	3.967285E-2
	1.124590E-1	1.324921E+2	-5.187988E-3	4.119873E-2
	1.149004E-1	1.346436E+2	-5.645752E-3	4.119873E-2
	1.167314E-1	1.367645E+2	-5.340576E-3	4.119873E-2
	1.191729E-1	1.389160E+2	-5.645752E-3	4.119873E-2
	1.219194E-1	1.410065E+2	-5.340576E-3	4.119873E-2
	1.237505E-1	1.431122E+2	-5.340576E-3	4.119873E-2
	1.269548E-1	1.452332E+2	-5.493164E-3	4.272461E-2
	1.290911E-1	1.472931E+2	-5.493164E-3	4.119873E-2
	1.309221E-1	1.493835E+2	-5.645752E-3	4.119873E-2
	1.333635E-1	1.514435E+2	-5.493164E-3	4.272461E-2
	1.359575E-1	1.535187E+2	-5.645752E-3	3.967285E-2
	1.379412E-1	1.555328E+2	-5.645752E-3	4.119873E-2
	1.403826E-1	1.575623E+2	-5.798340E-3	4.119873E-2
	1.434343E-1	1.595764E+2	-5.798340E-3	4.119873E-2
	1.458757E-1	1.615753E+2	-5.950928E-3	4.119873E-2
	1.486223E-1	1.635895E+2	-6.103516E-3	4.119873E-2
	1.507585E-1	1.655884E+2	-6.103516E-3	4.119873E-2
	1.530474E-1	1.675720E+2	-5.950928E-3	4.119873E-2
	1.556414E-1	1.694946E+2	-5.798340E-3	4.119873E-2
	1.577776E-1	1.714630E+2	-5.950928E-3	4.119873E-2
	1.597612E-1	1.734009E+2	-5.798340E-3	4.119873E-2
	1.629656E-1	1.753235E+2	-5.950928E-3	3.967285E-2
	1.661699E-1	1.772156E+2	-5.645752E-3	3.967285E-2
	1.675432E-1	1.791229E+2	-5.645752E-3	4.119873E-2
	1.702898E-1	1.810150E+2	-5.950928E-3	3.967285E-2
	1.728838E-1	1.828918E+2	-5.798340E-3	4.272461E-2
	1.745623E-1	1.847382E+2	-5.950928E-3	4.119873E-2
	1.773088E-1	1.865845E+2	-5.340576E-3	4.119873E-2
	1.792925E-1	1.884155E+2	-5.493164E-3	4.272461E-2
	1.818865E-1	1.902313E+2	-5.645752E-3	3.967285E-2
	1.844805E-1	1.920166E+2	-5.340576E-3	4.119873E-2
	1.860064E-1	1.938019E+2	-5.493164E-3	4.119873E-2
	1.879900E-1	1.955566E+2	-5.340576E-3	4.119873E-2
	1.910418E-1	1.973267E+2	-5.645752E-3	4.119873E-2
	1.930254E-1	1.990509E+2	-5.645752E-3	4.272461E-2
	1.956194E-1	2.007904E+2	-5.645752E-3	4.119873E-2
	1.977556E-1	2.024994E+2	-5.645752E-3	3.967285E-2
	1.995867E-1	2.041931E+2	-5.798340E-3	4.119873E-2
	2.020281E-1	2.058868E+2	-5.798340E-3	4.119873E-2
	2.037065E-1	2.075348E+2	-5.798340E-3	4.119873E-2
	2.059954E-1	2.092133E+2	-5.950928E-3	3.967285E-2
	2.084368E-1	2.108459E+2	-5.798340E-3	4.119873E-2
	2.102678E-1	2.124634E+2	-5.798340E-3	3.967285E-2
	2.120989E-1	2.140503E+2	-5.950928E-3	3.967285E-2
	2.146929E-1	2.156677E+2	-5.798340E-3	4.119873E-2
	2.174395E-1	2.172394E+2	-5.950928E-3	3.967285E-2
	2.203386E-1	2.187805E+2	-5.798340E-3	3.814697E-2
	2.218645E-1	2.203522E+2	-5.798340E-3	4.119873E-2
	2.243059E-1	2.218628E+2	-5.645752E-3	3.967285E-2
	2.255266E-1	2.234192E+2	-5.798340E-3	3.967285E-2
	2.282732E-1	2.248840E+2	-5.645752E-3	3.967285E-2
	2.310198E-1	2.263947E+2	-5.493164E-3	3.814697E-2
	2.313250E-1	2.278442E+2	-5.645752E-3	3.967285E-2
	2.336138E-1	2.292938E+2	-5.798340E-3	3.967285E-2
	2.365129E-1	2.307434E+2	-5.645752E-3	3.967285E-2
	2.380388E-1	2.321320E+2	-5.493164E-3	3.967285E-2
	2.403276E-1	2.335358E+2	-5.340576E-3	3.967285E-2
	2.421587E-1	2.349091E+2	-5.493164E-3	4.119873E-2
	2.429216E-1	2.362823E+2	-5.340576E-3	4.119873E-2
	2.452105E-1	2.376251E+2	-5.493164E-3	4.272461E-2
	2.467363E-1	2.389526E+2	-5.493164E-3	3.967285E-2
	2.485674E-1	2.402802E+2	-5.645752E-3	4.119873E-2
	2.508562E-1	2.415619E+2	-5.645752E-3	4.119873E-2
	2.528398E-1	2.428436E+2	-5.493164E-3	3.967285E-2
	2.545183E-1	2.440643E+2	-5.493164E-3	4.119873E-2
	2.569597E-1	2.453461E+2	-5.798340E-3	4.119873E-2
	2.586382E-1	2.465363E+2	-5.950928E-3	3.967285E-2
	2.601641E-1	2.477417E+2	-6.103516E-3	3.967285E-2
	2.618425E-1	2.489471E+2	-5.950928E-3	4.119873E-2
	2.630632E-1	2.500763E+2	-5.798340E-3	3.967285E-2
	2.650469E-1	2.512360E+2	-5.950928E-3	3.967285E-2
	2.670305E-1	2.523956E+2	-5.950928E-3	4.119873E-2
	2.682512E-1	2.535095E+2	-5.798340E-3	3.967285E-2
	2.696245E-1	2.545776E+2	-5.645752E-3	3.967285E-2
	2.716081E-1	2.556763E+2	-5.798340E-3	3.814697E-2
	2.731340E-1	2.567291E+2	-5.798340E-3	4.119873E-2
	2.745073E-1	2.577972E+2	-5.798340E-3	3.967285E-2
	2.755754E-1	2.588196E+2	-5.798340E-3	4.119873E-2
	2.761858E-1	2.598419E+2	-5.798340E-3	4.119873E-2
	2.789324E-1	2.608032E+2	-5.798340E-3	3.967285E-2
	2.793901E-1	2.617950E+2	-5.645752E-3	4.119873E-2
	2.813738E-1	2.627411E+2	-5.645752E-3	4.119873E-2
	2.828996E-1	2.636414E+2	-5.493164E-3	4.119873E-2
	2.838152E-1	2.645721E+2	-5.645752E-3	4.119873E-2
	2.850359E-1	2.654572E+2	-5.645752E-3	4.272461E-2
	2.857988E-1	2.663116E+2	-5.645752E-3	4.272461E-2
	2.871721E-1	2.671661E+2	-5.493164E-3	4.119873E-2
	2.885454E-1	2.680054E+2	-5.340576E-3	4.119873E-2
	2.897661E-1	2.687988E+2	-5.645752E-3	4.119873E-2
	2.905290E-1	2.695923E+2	-5.645752E-3	4.272461E-2
	2.908342E-1	2.703705E+2	-5.645752E-3	3.967285E-2
	2.934282E-1	2.711029E+2	-5.645752E-3	3.967285E-2
	2.940386E-1	2.718353E+2	-5.950928E-3	4.119873E-2
	2.948015E-1	2.725220E+2	-5.798340E-3	3.967285E-2
	2.955644E-1	2.732391E+2	-6.103516E-3	3.967285E-2
	2.970903E-1	2.738953E+2	-5.950928E-3	3.967285E-2
	2.977007E-1	2.745361E+2	-5.798340E-3	3.967285E-2
	2.998369E-1	2.751923E+2	-6.103516E-3	3.814697E-2
	2.998369E-1	2.757874E+2	-5.950928E-3	3.967285E-2
	3.007524E-1	2.763977E+2	-6.103516E-3	3.967285E-2
	3.016680E-1	2.769623E+2	-5.645752E-3	3.814697E-2
	3.021257E-1	2.774963E+2	-5.798340E-3	3.814697E-2
	3.038042E-1	2.780304E+2	-5.798340E-3	3.967285E-2
	3.045671E-1	2.785492E+2	-5.645752E-3	3.662109E-2
	3.054827E-1	2.790375E+2	-5.798340E-3	3.662109E-2
	3.060930E-1	2.794952E+2	-5.493164E-3	3.814697E-2
	3.067034E-1	2.799530E+2	-5.645752E-3	3.814697E-2
	3.070085E-1	2.803955E+2	-5.645752E-3	3.814697E-2
	3.068559E-1	2.808075E+2	-5.493164E-3	3.967285E-2
